method,sample,seq_len,position,region,tail_band,tail_protected,source_id,token_id,token,context_before,dense_nll,nll,delta_nll,kl,same_top1,rope
flashprefill_tail2,3,32768,32398,tail,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,15330, permanent,NS has proposed—but not finalized—rules to increase them. FNS imposes administrative penalties for retailer trafficking—generally a,4.560887813568115,6.000568866729736,1.439681053161621,0.0677086934447288,0,yarn4
flashprefill_tail1,3,32768,32398,tail,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,15330, permanent,NS has proposed—but not finalized—rules to increase them. FNS imposes administrative penalties for retailer trafficking—generally a,4.560887813568115,6.000568866729736,1.439681053161621,0.0677086934447288,0,yarn4
flashprefill_tail1,3,16384,16370,tail,last_block,1,ba50360a6669fb0e2fbd41a020483b9bab271b5ce69b5c87,37576, FCC," does so in a way that leads to overstatements of availability, and (2) does not capture information on factors that",10.158893585205078,11.59659481048584,1.4377012252807615,0.0128991939127445,1,yarn4
flashprefill_tail1,3,16384,16279,tail,last_block,1,ba50360a6669fb0e2fbd41a020483b9bab271b5ce69b5c87,389, on, maps of fixed broadband (see fig. 4). FCC collects and uses data that capture broadband availability to measure broadband access,5.0069260597229,6.442405223846436,1.4354791641235352,0.0250749886035919,1,yarn4
flashprefill_tail2,0,32768,32498,tail,earlier,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,26912,made, news network CNBC reported on Wednesday that China had installed anti-ship cruise missiles and surface-to-air missile systems on three man,2.4678468704223637,3.897614479064941,1.429767608642578,0.0599306747317314,1,yarn4
flashprefill_tail2,2,32768,16391,middle,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,20,5," (-25%), global health security (-0.1%, funded through a proposed repurposing of FY201",6.8160014152526855,8.243684768676758,1.4276833534240725,0.0229154787957668,1,yarn4
flashprefill_tail2,1,16384,14699,late,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,40734, fulfilled," facilitated the use of intrusion detection and prevention capabilities to secure federal agency information systems, we determined the extent OMB and DHS",6.152255058288574,7.576579570770264,1.4243245124816897,0.1131083369255065,1,yarn4
flashprefill_tail1,1,16384,14699,late,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,40734, fulfilled," facilitated the use of intrusion detection and prevention capabilities to secure federal agency information systems, we determined the extent OMB and DHS",6.152255058288574,7.576579570770264,1.4243245124816897,0.1131083369255065,1,yarn4
flashprefill_tail0,1,16384,14699,late,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,40734, fulfilled," facilitated the use of intrusion detection and prevention capabilities to secure federal agency information systems, we determined the extent OMB and DHS",6.152255058288574,7.576579570770264,1.4243245124816897,0.1131083369255065,1,yarn4
flashprefill_tail1,1,8192,7350,late,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,81046, intrusion," In addition, 4 of the agencies in our review previously cited several challenges in routing all of their traffic through NCPS",13.895159721374512,15.318199157714844,1.423039436340332,0.0026033851318061,1,yarn4
flashprefill_tail0,1,8192,7350,late,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,81046, intrusion," In addition, 4 of the agencies in our review previously cited several challenges in routing all of their traffic through NCPS",13.895159721374512,15.318199157714844,1.423039436340332,0.0026033851318061,1,yarn4
flashprefill_tail2,1,8192,7350,late,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,81046, intrusion," In addition, 4 of the agencies in our review previously cited several challenges in routing all of their traffic through NCPS",13.895159721374512,15.318199157714844,1.423039436340332,0.0026033851318061,1,yarn4
flashprefill_tail1,1,8192,7804,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,16170, principles," year 2024. FISMA requires that DHS provide operational and technical assistance to agencies in implementing policies,",3.7493107318878174,5.167756080627441,1.418445348739624,0.3040439486503601,0,yarn4
flashprefill_tail2,1,8192,7804,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,16170, principles," year 2024. FISMA requires that DHS provide operational and technical assistance to agencies in implementing policies,",3.7493107318878174,5.167756080627441,1.418445348739624,0.3040439486503601,0,yarn4
flashprefill_tail0,1,8192,7804,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,16170, principles," year 2024. FISMA requires that DHS provide operational and technical assistance to agencies in implementing policies,",3.7493107318878174,5.167756080627441,1.418445348739624,0.3040439486503601,0,yarn4
flashprefill_tail1,3,16384,8190,middle,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,51207, collects," to student behavior or discipline, see appendix III. Lastly, to help identify discipline disparities among the nation’s schools, Education",3.424080848693848,4.834646224975586,1.4105653762817385,0.1984193623065948,0,yarn4
flashprefill_tail2,3,16384,8190,middle,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,51207, collects," to student behavior or discipline, see appendix III. Lastly, to help identify discipline disparities among the nation’s schools, Education",3.424080848693848,4.834646224975586,1.4105653762817385,0.1984193623065948,0,yarn4
flashprefill_tail0,3,16384,8190,middle,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,51207, collects," to student behavior or discipline, see appendix III. Lastly, to help identify discipline disparities among the nation’s schools, Education",3.424080848693848,4.834646224975586,1.4105653762817385,0.1984193623065948,0,yarn4
flashprefill_tail2,3,32768,29498,late,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,5302, states, 2007 to fiscal year 2016. FNS has taken steps to increase federal support of,3.4189693927764893,4.826915740966797,1.4079463481903076,0.4018486738204956,1,yarn4
flashprefill_tail0,3,8192,8106,tail,last_block,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,2329, law," a technical assistance center on school-justice partnerships that works to enhance collaboration among schools, mental and behavioral health specialists, and",0.7750104069709778,2.173555850982666,1.398545503616333,0.4872354567050934,0,yarn4
flashprefill_tail1,1,8192,7708,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,12137, Federal,019. The department has awarded contracts of approximately $3.26 billion to support its Dynamic and Evolving,6.180789947509766,7.55561637878418,1.374826431274414,0.0351030193269252,1,yarn4
flashprefill_tail0,1,8192,7708,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,12137, Federal,019. The department has awarded contracts of approximately $3.26 billion to support its Dynamic and Evolving,6.180789947509766,7.55561637878418,1.374826431274414,0.0351030193269252,1,yarn4
flashprefill_tail2,1,8192,7708,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,12137, Federal,019. The department has awarded contracts of approximately $3.26 billion to support its Dynamic and Evolving,6.180789947509766,7.55561637878418,1.374826431274414,0.0351030193269252,1,yarn4
flashprefill_tail0,3,16384,8191,middle,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,15817, comprehensive," student behavior or discipline, see appendix III. Lastly, to help identify discipline disparities among the nation’s schools, Education collects",6.008087635040283,7.379853248596191,1.3717656135559082,0.0638812929391861,1,yarn4
flashprefill_tail1,3,16384,8191,middle,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,15817, comprehensive," student behavior or discipline, see appendix III. Lastly, to help identify discipline disparities among the nation’s schools, Education collects",6.008087635040283,7.379853248596191,1.3717656135559082,0.0638812929391861,1,yarn4
flashprefill_tail2,3,16384,8191,middle,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,15817, comprehensive," student behavior or discipline, see appendix III. Lastly, to help identify discipline disparities among the nation’s schools, Education collects",6.008087635040283,7.379853248596191,1.3717656135559082,0.0638812929391861,1,yarn4
flashprefill_tail0,3,8192,8174,tail,last_block,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,14429, III," school-based referrals to law enforcement. For a list of other technical assistance centers related to student behavior or discipline, see appendix",0.2745031416416168,1.6382434368133545,1.36374032497406,0.7922118902206421,0,yarn4
flashprefill_tail2,0,4096,3792,tail,earlier,0,1cc2cbc27f3df5062fc6902a5b039e5c1c6d89f0f221e97f,79528, NSF,"’ travel with the travel costs. According to the Task Force on Fiscal Oversight’s October 2016 report,",1.8329179286956787,3.19253921508789,1.359621286392212,0.2039693593978881,1,yarn4
flashprefill_tail0,0,4096,3792,tail,earlier,0,1cc2cbc27f3df5062fc6902a5b039e5c1c6d89f0f221e97f,79528, NSF,"’ travel with the travel costs. According to the Task Force on Fiscal Oversight’s October 2016 report,",1.8329179286956787,3.19253921508789,1.359621286392212,0.2039693593978881,1,yarn4
flashprefill_tail1,0,4096,3792,tail,earlier,0,1cc2cbc27f3df5062fc6902a5b039e5c1c6d89f0f221e97f,79528, NSF,"’ travel with the travel costs. According to the Task Force on Fiscal Oversight’s October 2016 report,",1.8329179286956787,3.19253921508789,1.359621286392212,0.2039693593978881,1,yarn4
flashprefill_tail0,2,8192,8066,tail,last_block,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,13240, legislation,". For funding trends, see Table 1 . House and Senate SFOPS Legislation . FY2019 SFOPS",2.821676254272461,4.17383337020874,1.3521571159362793,0.2364037334918975,1,yarn4
flashprefill_tail0,3,8192,4088,middle,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,27226, sidebar," abuse, and peer pressure. Further, although corporal punishment was legal in two of the five states we visited (see",1.8035227060317995,3.1031126976013184,1.299589991569519,0.1487046033143997,0,yarn4
flashprefill_tail1,3,8192,4088,middle,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,27226, sidebar," abuse, and peer pressure. Further, although corporal punishment was legal in two of the five states we visited (see",1.8035227060317995,3.1031126976013184,1.299589991569519,0.1487046033143997,0,yarn4
flashprefill_tail2,3,8192,4088,middle,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,27226, sidebar," abuse, and peer pressure. Further, although corporal punishment was legal in two of the five states we visited (see",1.8035227060317995,3.1031126976013184,1.299589991569519,0.1487046033143997,0,yarn4
flashprefill_tail1,3,16384,16286,tail,last_block,1,ba50360a6669fb0e2fbd41a020483b9bab271b5ce69b5c87,94587,statements,". 4). FCC collects and uses data that capture broadband availability to measure broadband access on tribal lands, leading to over",5.635748386383057,6.933050155639648,1.2973017692565918,0.0885516628623008,1,yarn4
flashprefill_tail2,1,4096,3628,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,315, of," on federal information security practices, many agencies were not effectively implementing the federal government’s approach and strategy to securing information systems as",3.005730390548706,4.29848051071167,1.292750120162964,0.0478543229401111,1,yarn4
flashprefill_tail0,1,4096,3628,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,315, of," on federal information security practices, many agencies were not effectively implementing the federal government’s approach and strategy to securing information systems as",3.005730390548706,4.29848051071167,1.292750120162964,0.0478543229401111,1,yarn4
flashprefill_tail1,1,4096,3628,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,315, of," on federal information security practices, many agencies were not effectively implementing the federal government’s approach and strategy to securing information systems as",3.005730390548706,4.29848051071167,1.292750120162964,0.0478543229401111,1,yarn4
flashprefill_tail2,2,16384,15948,tail,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,11,",", Central America ($515 million) and the Countering Russian Influence Fund ($300 million). The enacted legislation,1.454621434211731,2.7375025749206543,1.2828811407089231,0.2546058595180511,1,yarn4
flashprefill_tail0,2,16384,15948,tail,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,11,",", Central America ($515 million) and the Countering Russian Influence Fund ($300 million). The enacted legislation,1.454621434211731,2.7375025749206543,1.2828811407089231,0.2546058595180511,1,yarn4
flashprefill_tail1,2,16384,15948,tail,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,11,",", Central America ($515 million) and the Countering Russian Influence Fund ($300 million). The enacted legislation,1.454621434211731,2.7375025749206543,1.2828811407089231,0.2546058595180511,1,yarn4
flashprefill_tail0,1,16384,16118,tail,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,12,-,". As of July 1, 2015, nearly two-thirds of all Medicaid beneficiaries were enrolled in managed",7.975119590759277,9.25367546081543,1.2785558700561523,0.0040852753445506,1,yarn4
flashprefill_tail2,1,16384,16118,tail,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,12,-,". As of July 1, 2015, nearly two-thirds of all Medicaid beneficiaries were enrolled in managed",7.975119590759277,9.25367546081543,1.2785558700561523,0.0040852753445506,1,yarn4
flashprefill_tail2,2,32768,32525,tail,penultimate_block,1,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,7842, adding," earlier, states have generally already used Section 130 Program funding to address safety at the riskiest grade crossings by",2.1871578693389893,3.460602045059204,1.2734441757202148,0.4723625183105469,1,native
flashprefill_tail2,3,16384,16286,tail,last_block,1,ba50360a6669fb0e2fbd41a020483b9bab271b5ce69b5c87,94587,statements,". 4). FCC collects and uses data that capture broadband availability to measure broadband access on tribal lands, leading to over",5.635748386383057,6.898684024810791,1.2629356384277344,0.0853287428617477,1,yarn4
flashprefill_tail1,2,32768,32260,tail,earlier,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,7079, projects,WA’s biennial report to Congress is intended to provide information to Congress on the progress being made by the states in implementing,3.66644811630249,4.91073751449585,1.2442893981933594,0.0678999572992324,1,native
flashprefill_tail2,2,32768,32260,tail,earlier,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,7079, projects,WA’s biennial report to Congress is intended to provide information to Congress on the progress being made by the states in implementing,3.66644811630249,4.91073751449585,1.2442893981933594,0.0678999572992324,1,native
flashprefill_tail0,2,32768,32260,tail,earlier,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,7079, projects,WA’s biennial report to Congress is intended to provide information to Congress on the progress being made by the states in implementing,3.66644811630249,4.91073751449585,1.2442893981933594,0.0678999572992324,1,native
flashprefill_tail1,3,32768,32404,tail,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,476, or,—rules to increase them. FNS imposes administrative penalties for retailer trafficking—generally a permanent disqualification from the program,2.2596583366394043,3.4854655265808105,1.2258071899414062,0.085094466805458,1,native
flashprefill_tail2,3,32768,32404,tail,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,476, or,—rules to increase them. FNS imposes administrative penalties for retailer trafficking—generally a permanent disqualification from the program,2.2596583366394043,3.4854655265808105,1.2258071899414062,0.085094466805458,1,native
flashprefill_tail0,3,32768,32404,tail,earlier,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,476, or,—rules to increase them. FNS imposes administrative penalties for retailer trafficking—generally a permanent disqualification from the program,2.2596583366394043,3.4854655265808105,1.2258071899414062,0.085094466805458,1,native
flashprefill_tail0,2,16384,8193,middle,earlier,0,679f8b9b9a028f34abb79be22c978d1d4b377ce6ca1f12f9,1800, Res,018 funding and 30% more than requested. Neither bill received floor consideration in its respective chamber. Continuing,1.309816598892212,2.510858058929444,1.2010414600372314,0.6690139770507812,0,yarn4
flashprefill_tail0,0,8192,7828,tail,earlier,0,490f14d293ac1c261a07bd50aeac2e86a9e76c726d7883a2,979, when, roles were limited because they did not have the authority to review and approve the entire agency IT portfolio. In addition to failures,8.984566688537598,10.184165954589844,1.199599266052246,0.1343281418085098,1,yarn4
flashprefill_tail2,0,8192,7828,tail,earlier,0,490f14d293ac1c261a07bd50aeac2e86a9e76c726d7883a2,979, when, roles were limited because they did not have the authority to review and approve the entire agency IT portfolio. In addition to failures,8.984566688537598,10.184165954589844,1.199599266052246,0.1343281418085098,1,yarn4
flashprefill_tail1,0,8192,7828,tail,earlier,0,490f14d293ac1c261a07bd50aeac2e86a9e76c726d7883a2,979, when, roles were limited because they did not have the authority to review and approve the entire agency IT portfolio. In addition to failures,8.984566688537598,10.184165954589844,1.199599266052246,0.1343281418085098,1,yarn4
flashprefill_tail1,1,32768,16370,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,30722, Medicare," fraud, waste, and abuse for Medicare and Medicaid were $1.45 billion. As mentioned previously, we designated",3.1607041358947754,4.3564629554748535,1.195758819580078,0.0778704434633255,1,native
flashprefill_tail2,1,32768,16370,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,30722, Medicare," fraud, waste, and abuse for Medicare and Medicaid were $1.45 billion. As mentioned previously, we designated",3.1607041358947754,4.3564629554748535,1.195758819580078,0.0778704434633255,1,native
flashprefill_tail0,1,32768,16370,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,30722, Medicare," fraud, waste, and abuse for Medicare and Medicaid were $1.45 billion. As mentioned previously, we designated",3.1607041358947754,4.3564629554748535,1.195758819580078,0.0778704434633255,1,native
flashprefill_tail1,1,8192,7835,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,320, (," information security. Toward this end, DHS has available training and guidance related to the implementation of the capabilities of NCPS",5.467127799987793,6.661550521850586,1.194422721862793,0.0122339548543095,1,yarn4
flashprefill_tail0,1,8192,7835,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,320, (," information security. Toward this end, DHS has available training and guidance related to the implementation of the capabilities of NCPS",5.467127799987793,6.661550521850586,1.194422721862793,0.0122339548543095,1,yarn4
flashprefill_tail2,1,8192,7835,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,320, (," information security. Toward this end, DHS has available training and guidance related to the implementation of the capabilities of NCPS",5.467127799987793,6.661550521850586,1.194422721862793,0.0122339548543095,1,yarn4
flashprefill_tail2,3,4096,3659,tail,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,323, and," students being arrested in school and expelled. Use of Corporal Punishment in School for Five Selected States California, Massachusetts,",4.340174198150635,5.523366451263428,1.183192253112793,0.0442236550152301,1,yarn4
flashprefill_tail0,3,4096,3659,tail,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,323, and," students being arrested in school and expelled. Use of Corporal Punishment in School for Five Selected States California, Massachusetts,",4.340174198150635,5.523366451263428,1.183192253112793,0.0442236550152301,1,yarn4
flashprefill_tail1,3,4096,3659,tail,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,323, and," students being arrested in school and expelled. Use of Corporal Punishment in School for Five Selected States California, Massachusetts,",4.340174198150635,5.523366451263428,1.183192253112793,0.0442236550152301,1,yarn4
flashprefill_tail0,2,32768,32736,tail,last_block,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,8645, challenge," and local agencies and serving as a clearinghouse for innovative methods of supporting projects. However, with the exception of the funding",4.60555362701416,5.787213325500488,1.181659698486328,0.0531443394720554,1,native
flashprefill_tail1,3,4096,3715,tail,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,1483, used,"al punishment unless the student’s parent has provided a written, signed statement prohibiting it. None of the schools GAO visited",3.5844979286193848,4.760299682617188,1.1758017539978027,0.0277120117098093,1,yarn4
flashprefill_tail0,3,4096,3715,tail,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,1483, used,"al punishment unless the student’s parent has provided a written, signed statement prohibiting it. None of the schools GAO visited",3.5844979286193848,4.760299682617188,1.1758017539978027,0.0277120117098093,1,yarn4
flashprefill_tail2,3,4096,3715,tail,earlier,0,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,1483, used,"al punishment unless the student’s parent has provided a written, signed statement prohibiting it. None of the schools GAO visited",3.5844979286193848,4.760299682617188,1.1758017539978027,0.0277120117098093,1,yarn4
flashprefill_tail0,3,32768,32601,tail,penultimate_block,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,37836, examining,", we are continuing to assess FNS’s efforts to prevent, detect, and respond to retailer trafficking, as well as",5.319736480712891,6.488462448120117,1.1687259674072266,0.0375946611166,1,native
flashprefill_tail1,3,32768,32601,tail,penultimate_block,0,38a5830e9f6eb481ec9b4eb23eb5204a6f3d51831fdb2845,37836, examining,", we are continuing to assess FNS’s efforts to prevent, detect, and respond to retailer trafficking, as well as",5.319736480712891,6.488462448120117,1.1687259674072266,0.0375946611166,1,native
flashprefill_tail0,0,4096,4016,tail,last_block,0,1cc2cbc27f3df5062fc6902a5b039e5c1c6d89f0f221e97f,23449, negotiations," NSF would reimburse the rotator up to $10,000 a year. IPA rotators who entered into",2.298408508300781,3.462489604949951,1.16408109664917,0.0546254329383373,1,yarn4
flashprefill_tail1,2,32768,32534,tail,penultimate_block,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,14626, Yet,"130 Program funding to address safety at the riskiest grade crossings by adding protective measures, typically lights and gates.",6.359472274780273,7.498834609985352,1.139362335205078,0.0608580335974693,1,native
flashprefill_tail0,2,32768,32534,tail,penultimate_block,0,1d3a7aa618929e4e3e7f17d8542f5141de8afd669f292e43,14626, Yet,"130 Program funding to address safety at the riskiest grade crossings by adding protective measures, typically lights and gates.",6.359472274780273,7.498834609985352,1.139362335205078,0.0608580335974693,1,native
flashprefill_tail0,1,32768,32333,tail,earlier,0,99f4c9b3ae17f0f11db1ec1965778c695a021407717a969a,9289, exchange," the efficiency and quality of veterans’ health care by modernizing the department’s health information systems, increasing the department’s data",4.328429698944092,5.450572490692139,1.1221427917480469,0.0659957304596901,0,native
flashprefill_tail1,1,32768,32333,tail,earlier,0,99f4c9b3ae17f0f11db1ec1965778c695a021407717a969a,9289, exchange," the efficiency and quality of veterans’ health care by modernizing the department’s health information systems, increasing the department’s data",4.328429698944092,5.450572490692139,1.1221427917480469,0.0659957304596901,0,native
flashprefill_tail2,1,32768,32333,tail,earlier,0,99f4c9b3ae17f0f11db1ec1965778c695a021407717a969a,9289, exchange," the efficiency and quality of veterans’ health care by modernizing the department’s health information systems, increasing the department’s data",4.328429698944092,5.450572490692139,1.1221427917480469,0.0659957304596901,0,native
flashprefill_tail0,0,32768,32729,tail,last_block,0,505345771a2e5b438ea4bfa7c0f238f8787f45b0ca52ef7d,87664, ECS, that invitation. Observers who have argued for the United States to take stronger actions in response to China's actions in the,3.899215698242188,5.010353088378906,1.1111373901367188,0.0098094111308455,1,native
flashprefill_tail1,0,8192,7383,late,earlier,0,490f14d293ac1c261a07bd50aeac2e86a9e76c726d7883a2,8039, budget,", Timothy Guinane, Cynthia Norris, and Sara Sullivan.

[Report 2]

According to the President’s",2.471214771270752,3.5792694091796875,1.1080546379089355,0.1471206247806549,0,yarn4
flashprefill_tail2,0,8192,7383,late,earlier,0,490f14d293ac1c261a07bd50aeac2e86a9e76c726d7883a2,8039, budget,", Timothy Guinane, Cynthia Norris, and Sara Sullivan.

[Report 2]

According to the President’s",2.471214771270752,3.5792694091796875,1.1080546379089355,0.1471206247806549,0,yarn4
flashprefill_tail0,1,4096,4016,tail,last_block,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,6200, core," reporting instructions direct inspectors general to provide a maturity rating for agency information security policies, procedures, and practices related to the five",0.7750789523124695,1.8819645643234253,1.1068856716156006,0.661261260509491,0,yarn4
flashprefill_tail0,1,4096,3734,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,434, F,"17, most agencies had not met all targets for the cybersecurity CAP goal for improving cybersecurity performance. Further, based on",6.379153728485107,7.469427108764648,1.090273380279541,0.0192470457404851,1,yarn4
flashprefill_tail1,1,4096,3734,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,434, F,"17, most agencies had not met all targets for the cybersecurity CAP goal for improving cybersecurity performance. Further, based on",6.379153728485107,7.469427108764648,1.090273380279541,0.0192470457404851,1,yarn4
flashprefill_tail2,1,4096,3734,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,434, F,"17, most agencies had not met all targets for the cybersecurity CAP goal for improving cybersecurity performance. Further, based on",6.379153728485107,7.469427108764648,1.090273380279541,0.0192470457404851,1,yarn4
flashprefill_tail1,1,32768,32273,tail,earlier,0,99f4c9b3ae17f0f11db1ec1965778c695a021407717a969a,506, O," In December 2013, VA initiated its VistA Evolution program as a joint effort of VHA and",1.537379264831543,2.6119823455810547,1.0746030807495115,0.1783828139305114,1,native
flashprefill_tail0,1,32768,32273,tail,earlier,0,99f4c9b3ae17f0f11db1ec1965778c695a021407717a969a,506, O," In December 2013, VA initiated its VistA Evolution program as a joint effort of VHA and",1.537379264831543,2.6119823455810547,1.0746030807495115,0.1783828139305114,1,native
flashprefill_tail2,1,32768,32273,tail,earlier,0,99f4c9b3ae17f0f11db1ec1965778c695a021407717a969a,506, O," In December 2013, VA initiated its VistA Evolution program as a joint effort of VHA and",1.537379264831543,2.6119823455810547,1.0746030807495115,0.1783828139305114,1,native
flashprefill_tail1,1,32768,16368,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,582, we," to address fraud, waste, and abuse for Medicare and Medicaid were $1.45 billion. As mentioned previously,",5.497307777404785,6.560534477233887,1.0632266998291016,0.0304539203643798,1,native
flashprefill_tail0,1,32768,16368,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,582, we," to address fraud, waste, and abuse for Medicare and Medicaid were $1.45 billion. As mentioned previously,",5.497307777404785,6.560534477233887,1.0632266998291016,0.0304539203643798,1,native
flashprefill_tail2,1,32768,16368,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,582, we," to address fraud, waste, and abuse for Medicare and Medicaid were $1.45 billion. As mentioned previously,",5.497307777404785,6.560534477233887,1.0632266998291016,0.0304539203643798,1,native
flashprefill_tail2,3,8192,8089,tail,last_block,1,9b6fabdffaa8eaf6c613e829f3507a8af89929d8c5b974c4,38768,justice,", substance abuse, physical safety, student engagement, and other related issues. Justice funds a technical assistance center on school-",4.894657135009766,5.957029342651367,1.0623722076416016,0.0715523138642311,1,yarn4
flashprefill_tail2,1,32768,16377,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,7468, programs," Medicare and Medicaid were $1.45 billion. As mentioned previously, we designated Medicare and Medicaid as high- risk",2.569272041320801,3.627438306808472,1.058166265487671,0.0369540005922317,1,native
flashprefill_tail0,1,32768,16377,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,7468, programs," Medicare and Medicaid were $1.45 billion. As mentioned previously, we designated Medicare and Medicaid as high- risk",2.569272041320801,3.627438306808472,1.058166265487671,0.0369540005922317,1,native
flashprefill_tail1,1,32768,16377,middle,earlier,0,ff191f2d1d1e910150ba1af73d4d17215693b438f9cd5787,7468, programs," Medicare and Medicaid were $1.45 billion. As mentioned previously, we designated Medicare and Medicaid as high- risk",2.569272041320801,3.627438306808472,1.058166265487671,0.0369540005922317,1,native
flashprefill_tail1,1,8192,7869,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,16,1," CDM. Specifically: According the DHS officials, the department offers training and guidance to agencies on EINSTEIN ",1.079556226730347,2.1356770992279053,1.0561208724975586,0.1934650540351867,1,yarn4
flashprefill_tail2,1,8192,7869,tail,earlier,0,a6d311b6722cdf0fd1e95f07371162c59183a53db1fc5f62,16,1," CDM. Specifically: According the DHS officials, the department offers training and guidance to agencies on EINSTEIN ",1.079556226730347,2.1356770992279053,1.0561208724975586,0.1934650540351867,1,yarn4
